,description,note
186,Ive stayed at Ibis at multiple occasions never in this location though I asked to check in early to my room as I had arrived a bit in advance and I wouldnt be back until midnight and therefor would like to have done the check in before I was first told that it wasnt possible When I then offered to pay I got a room straight away I think working in the service industry myself these small things matters and if you have an empty room you do the service and help the customers out Anyway was sent to the back building and up to the th floor in the tiniest elevator ever seen Luckily I didnt have a big suitcase because that would not have fitted in there with me and up  floors aiee Room was old but very clean and confortable Check out was at noon but I was woken up by the cleaners   hour earlier trying to get into clean Then later recieved a call from the reception telling me check out is at noon Im well aware of the time when I book and I was a bit annoyed by the disturbance Otehrwise the location is fine central close to the station so its very convenient on the other hand a bit dodge at night but that didnt bother me,6
187,Personnel agreable lors de laccueil et tout au mong du séjour Chambre très propre et très calme Petit déjeuner de bonne qualité pour tout les goûts,10
188,Weekend sur Paris en couple Hôtel à lécoute de ses clients Chambre hyper agréable et très bon service Petit déjeuner au Top,10
189,En temps dépidémie jattendais une meilleure propreté  la poubelle du wc nétais pas vide et tâches durine dans la cuvette Chambres très petite sans espaces autour du lit Bien situé et personnel sympas,6
190,Le service est excellent le personnel est tres aimable et l hotel est propre,10
191,Hotel idéalement placé pour visiter Paris Proche Gare St lazare Théatre Mogador,8
192,Hôtel qui ne voit pas forcément un  étoiles  Petite taille de la chambre et de la salle de bain  Petit déjeuner limité Bruits et vibrations du métro et bruits des canalisations ,6
193,Salle de bain un peu réduite,8
194,A tous ceux qui liront ces lignes passez votre chemin et évitez absolument de réserver dans cet hôtel Son seul et uniquement point fort   sa situation géographique Pour le reste accueil catastrophique vraiment on dérange  nous sommes clients ou pas  chambre minuscule literie fatiguée pas disolation phonique débit deau poussif dans la douche beaucoup de légèreté dans la prise en compte de éventuels problèmes rencontrés prix prohibitifs en regard du service et de la qualité des chambres,4
195,Lhôtel correspond bien a nos besoins situation géographique confort coûtLe seul Bémol cest le bruit nocturne de létablissement  situé en face de lhôtel bar à bière,8
196,Hôtel peu confortable cet Hôtel ne ressemble pas aux photos LHôtel est exigu et nest pas en très bon état ,6
197,Très satisfait emplacement top personnel très agréable chambre propre et agréable peutêtre tapisserie à revoir petit déjeuner très bien  Rien à redire chambre donnant sur cour calme ,8
198,Lit pas super confortable ,8
199,Bon séjour ,8
200,Hotel avec une chambre au er etage tres bruyante avec toutes les  minutes le bruits du metro A disposition sur la petite table de chevet des bouchons anti bruit ,4
201,Pas d’eau chaude pour deux des trois nuitées On ne m’a pas proposé de rabais pour ces inconvénients ,8
202,Jétais très content de la chambre quon mavait donnée  jétais au sixième étage donc au dernier javais donc une splendide vue sur une rue commerçante de Paris Le personnel était accueillant le quartier était assez tranquille ma petite chambre avait beaucoup de charme la sélection de chaînes à la télévision était satisfaisante et le petitdéjeuner compris dans mon forfait était superbe Mon seul bémol  lhôtel devrait offrir deux serviettes de bain au lieu dune seule dans les chambres et donner des pantoufles aux clients Sinon je recommande chaudement cet hôtel,8
203,Hotel horrible   Bruyant le métro passe juste en dessous de limmeuble en faisant vibrer tout le bâtiment de h à h du matin   Pas deau chaude dans la douche pratique    Bref vous pouvez vous rendre dans cet établissement si vous ne comptez pas dormir ni vous laver   ,2
204,Très mauvais rapport qualitéprix Lascenseur très petit une personne et une valise ne réservait pas létage ou se situait ma chambre forçant ainsi le transport de valises dans lescalier plus quétroit  Quant à la chambre elle était exagérément petite et surtout la douche ou une personne de taille normale a de la difficulté à entrer,4
205,Hôtel bruyant Des biuchons doreilles ont offerts  Accueil  plus que moyen peu sympathique  Absence du plateau café thé dans la chambre alors que présent dans la description  Petit déjeuner avec peu de choix,4
206,Courant dair froid dans la SdB lair passait à travers la fenêtre condamnée bac à douche avec des traces de noir et rien pour poser ses affaires Bruit du métro important  qui heureusement sarrête la nuit,6
207,Cet hôtel est un  étoiles doté de lascenseur pour aller aux étages  La literie est bonne les chambres sont rénovées lespace est exigu  Le petit déjeuner est à  euros confiture viennoiseries café thé jambon fromage yaourts un peu cher  la salade de fruit est en conserve À noter que leau chaude a été absente un jour panne il a fallu que jinsiste pour avoir un geste commercial un petit déjeuner offert cela aurait du mêtre proposé spontanément avec des excuses  On entend le bruit du métro dans les chambres beaucoup au er un peu moins au fur et à mesure que lon sélève dans les étages La localisation est très pratique en plein Saint Germain Le wifi est rapide ,8
208,Localisation parfaite près du quartier latin des restos et plusieurs centres d’intérêts Tout en étant dans un endroit paisible Seul problème c’est la ventilation la nuit Le préposait ne savait pas si elle marchait ou pas…… mais clairement elle ne marchait pas,10
209,Super situation proche du jardin du luxembourg et st germain des pres,10
210,Bien situé prix convenables bon choix si on souhaite quelque chose d’abordable et confortable sans trop casser la tirelire ,8
211,service tres courtoit personnel tres gentil merci,8
212,Hôtel très sien situé à gauche du Théâtre de l’Odeon et à deux pas du jardin du Luxembourg dans un quartier vivant Ma fenêtre donnait sur une petite rue  pas de bruit Le personnel est professionnel et sympathique et très disponible  La chambre classique peu spacieuse certes mais confortable et une literie excellente La décoration est plaisante La salle d’eau pratique et très propre J’y retournerai ,10
213,Séjour impeccable personnel accueillant et agréable la chambre est très propre et l’équipement de la chambre fonctionne sans problème Attention à ne pas oublier d’apporter vos produit de douche car les échantillons offert de produit de bain ne sont pas suffisant pour deux,10
214,Hôtel correct en terme de confort et propreté Bien situé  min à pied de la Gare du nord En revanche petit déjeuner extrêmement moyen voire médiocre Ce qui est très cher pour  €  Malgré le sang froid et le timide sourire du serveur qui a fait son maximum avec le peu de moyens quil avait ce moment ne sera pas à renouveler Ne mérite pas ses  étoiles ,6
215,Bon hôtel bien situé près des axes de communication mais dans une rue calme ,8
216,Très bon Accueil à l’entrée de l’hôtel Chambres confortables petit déjeuner complet je reviendrai merci à l’équipe ,10
217,Un accueil chaleureux et attentif,8
218,Hôtel confortable et bien situé Chambres un peu petites pour un  et petits déjeuners trop chers par rapport à ce qui est proposé ,8
219,Personnels très très agréable une chambre propre calme un metro à mn à pied Incroyable,10
220,L hôtel est très bien situe  À deux pas de la Bastille et au pied d une station de métro  L hôtel est installé dans une ancienne usine qui ne manque pas de charme  En revanche nous sommes extrêmement critiques sur l accueil il y a tout à revoir cet accueil que je qualifierai de médiocre fondamentaux à revoir totalement,6
221,Hotel staff was friendly respectful and nice Location was good but the hotel room was nowhere near what appeared in pictures They have multiple buildings behind the actual hotel building that they turned into hotel rooms I believe Outdated is an understatement to describe it we ended up getting a room in the corner with a window that felt like a prison cell Bathroom had a tub and the fan in there made such a noise it was as if a plane was taking off The AC in the room cannot be adjusted high or low blow setting only I live in Europe and visit Paris multiple times a year for work and this was not worth the money ,4
222,Emplacement interessant mais personnel pas tres ouvert peu ou pas de communication vous passez dans le hall sans un bonjour,6
223,Bien situe Proche d’une station de metro,8
224,Hôtel idéalement situé près des grands boulevards tout en étant dans une rue calme  Déco tricolore originale un peu partout dans l hôtel  Chambre confortable bien que pas très grande mais de taille normale pour Paris Hall et salle de petit déjeuner accueillante et lumineuse Thé café eaux dispo toute la journée ainsi que qq biscuits  Petit déjeuner buffet de bonne qualité  ,10
