,rating,description
8,10/10 Exceptionnel,"Une nuit seulement dans ce charmant hôtel bien situé. 
Proche de la Gare de Lyon et de tous les transports urbains.
Petite chambre, mini salle d'eau mais le tout fort propre et bien agencée. 
S'il y avait une amélioration à apporter, je dirai qu'un mini réfrigérateur et un mitigeur thermostatique  pour la douche serait un plus. Et la tête de lit est au sud. 
Le personnel est charmant. 
Le petit déjeuner très bon et très copieux. 
Une mention spéciale pour la dame en charge des petits déjeuner : merci madame pour votre accueil et votre gentillesse.  "
9,6/10 Bien,"J’ai eu le droit a une chambre situé à 1m de la réception ( chambre supérieur numéro 02) 
Impossible dormir jusqu’à 2h du matin et réveillé a 5h30. J’ai entendu parfaitement le passage du  métro chaque 2min…"
0,4/10 Correct,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,4/10 Correct,"Chambre exiguë et odeur d egout dans le coin toilettes ascenseur tres petit 
Accueil correct etecoute des problemes"
4,2/10 Médiocre,Accueil juste horrible !!!!!! Aucune écoutes je vous le recommande pas !!!! A éviter !!!!
5,8/10 Très bien,"Bonjour,  très bien situé un bon endroit stratégique pour visiter Paris."
6,8/10 Très bien,Hôtel bien situé. Bon rapport qualité prix! 
7,8/10 Très bien,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,Très bien 
1,10/10 Exceptionnel,"UN hôtel bien situé, agréable, aux tarifs (encore) raisonnables "
2,2/10 Médiocre,
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,10/10 Exceptionnel,"L'accueil a été parfait, la chambre d'une propreté irréprochable, tout confort,  les sanitaires extrêmement impeccable. 
Bref , à recommander pour tous types de séjour. 
"
6,10/10 Exceptionnel,"Pour nous,  hôtel très bien situé près de la gare de l'est qui nous permet de déposer notre bagage en arrivant le matin et de le récupérer en fin de journée le jour de départ.  Il faut noter la gentillesse et l'amabilité de Razan  à  l'accueil.  Merci à lui.
Le buffet du petit-déjeuner est tout à fait correct.
Dans les chambres sur cour, on n'entend pas le bruit de la rue."
7,8/10 Très bien,
8,8/10 Très bien,
9,8/10 Très bien,
0,8/10 Très bien,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,8/10 Très bien,Les chambres très confortables mais beaucoup de bruit le matin a cause du personnel qui claquent les portes. 
4,2/10 Médiocre,"Un désastre, aucune prise en compte des besoins du client. 
Cela aussi bien qu’il s’agisse d’information de demande purement générale (accès, localisation) ; que concernant des prestations (pressing et autre). 
Le personnel est souriant, mais les réponses formulés sont très sarcastiques. 
Concernant l’état des deux chambres, les draps sont froissés ; la salle de bain n’est pas nettoyé tel que nécessaire et cela est navrant du fait de l’image « haut de gamme » prétendu par cet établissement. "
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Le personnel est très attentif.
La location de l’hôtel est parfaite !"
7,10/10 Exceptionnel,
8,8/10 Très bien,La location et le personnel. La grandeur des chambres
9,4/10 Correct,
0,8/10 Très bien,
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,8/10 Très bien,
4,4/10 Correct,"Literie sale, fenêtre qui ne ferme pas, poussière sur/dans l'armoire, sanitaires défectueux, petit-déjeuner minime (sans oeufs, viande, fruits, ne vaut pas la peine) servi dans la cave. La seule chose positif est la situation centrale. L'hôtel a vécu ces jours, on a le sentiment qu'il veut faire le plus de profit court-terme sans investissement nécessaire. Pour une réclamation, pas de concierge disponible. On ne revient pas."
5,10/10 Exceptionnel,
6,8/10 Très bien,
7,8/10 Très bien,
8,6/10 Bien,"Hôtel vieillot qui mériterait une rénovation. Chambre spacieuse mais confort moyen, literie moyenne. Déco sommaire, tristounette.
Propreté limite. Moquette sale, ménage en surface mais les recoins laissent à désirer. Franchement, très moyen vu le prix."
9,2/10 Médiocre,
0,10/10 Exceptionnel,"Bien localisé, personnel attentionné. Propre et efficace."
1,8/10 Très bien,
2,8/10 Très bien,
3,8/10 Très bien,
4,6/10 Bien,
5,8/10 Très bien,
6,10/10 Exceptionnel,
7,2/10 Médiocre,
8,10/10 Exceptionnel,Excellent rapport qualité et prix
9,10/10 Exceptionnel,"Hôtel en plein cœur de Paris. Tout se trouve à proximité. Excellent accueil. Café et tisane à volonté.Chambre spacieuse Et calme. coin cuisine très bien équipée. 
Prix raisonnable. 
Parfait"
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,8/10 Très bien,Propre sécuritaire et personnel attentionné 
4,10/10 Exceptionnel,
5,10/10 Exceptionnel,"Hôtel absolument magnifique ! Super original ! Très bien situé. Personnel très sympathique, agréable et à l'écoute. Petit déjeuner continental extra."
6,10/10 Exceptionnel,"Hôtel très bien situé au centre de Paris, personnel accueillant. Chambre propre et calme. Petit déjeuner copieux servi à la place (viennoiserie, pain, confitures, beurre, fromage, yagourt, compote, jus d'orange, thé ou café...). Petit frigo dans la chambre."
7,8/10 Très bien,"Petite chambre calme avec décoration intense. Propre. Tout accessoire nécessaire à disposition. Wifi disponible. Lit confortable. 
Mais eau payante…pas de bouilloire électrique ou machine à café. "
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,"Charmant hotel, personnel très chaleureux et serviable"
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,Ce qui m’a déplu c’est l’entrée et le hall de l’hôtel 
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,10/10 Exceptionnel,"Hotel très bien placé et agréable
Bar guinguette très festif ! concert et bonne ambiance "
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"5 jours à Noël. Accueil rapide et irréprochable. Ambiance jeune et décontractée mais personnel aux petits soins. J‘ai demandé des cintres supplémentaires. Dans l‘heure, ils étaient dans la chambre. J‘ai demandé un escabeau pour atteindre plus facilement le balcon, le jour même, ils m‘avaient trouvé un tabouret bien stable. Le diner sur le pouce le jour de l‘arrivée grâce au bar guinguette et aux „marchés“: génial! Télé géante dans la chambre et toilette japonaise (un peu haute pour mon goût et je fais 1m70…mon mari se sentant mal, nous avons pû garder la chambre jusque 16:45 en payant un supplément raisonnable. Tables désinfectées après chaque passage, petit déjeuner délicieux et variés..et tout est d‘origine française! Même le whisky! 
Je ne reverrais que les oreillers..mais bon, on n‘a pas demandé à les changer. Je parierais que c‘est possible!
Très bien placé! Top niveau! Merci Chouchou hôtel! "
9,8/10 Très bien,Super bien placé et personnel sympathique !
0,8/10 Très bien,
1,10/10 Exceptionnel,"Accueil très sympa 
Chambre spacieuse mais salle de bain très petite ( douche , wc, 1 vasque) 
Chambre difficile à chauffer, trop froide
"
2,8/10 Très bien,
3,4/10 Correct,"Ici, les chambres sont plutôt correctes bien que sans originalité.
Mais là où le bat blesse, c'est le service. Lorsqu'au moment de la réservation demande une chambre avec un lit double (preuve à l'appui), et que l'on a deux lits jumeaux, qu'on l'indique à la réception, on attend autre chose que ""de toute façon, nous sommes complets"". Avec en cadeau un petit ricannement avec les collègues une fois le dos tourné.
Ajouter à ça la climatisation que l'on ne peut pas régler depuis la chambre, l'insonnorisation avec le couloir ridicule et la vue sur les voies de train, c'est sans doute le pire Mercure dans lequel j'ai pu dormir."
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,8/10 Très bien,"Accueil chaleureux, équipe disponible et à l’écoute.
Une gestion au top 
"
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,"Hôtel bien situé, agréable, bonne literie"
9,8/10 Très bien,
0,10/10 Exceptionnel,
1,8/10 Très bien,
2,4/10 Correct,
3,2/10 Médiocre,
4,2/10 Médiocre,
5,2/10 Médiocre,J'ai juste fait une réservation mais vu avec les situations tendues au niveau des ambassades comme le cas au Sénégal prendre même un rendez-vous pour un dépôt de Visa est impossible alors l'hôtel ne m'a pas notifiée par email pour voir si je confirme ma réservation ou pas et du coup le jour est arrivé l'hôtel m'a débité la totalité alors suis pas séjourner c'est anormal et ça nuit à la réputation de l'hôtel au moins prendre des frais de pénalité mais la total c'est inadmissible. 
6,6/10 Bien,"Accueil froid chambre petite pas de lampe de chevet, toilettes communes à mi-palier,pas de petit déjeuner. manque de couverture et du bruit. Une télé déréglée et personne pour remédier au problème .Séjour décevant, trop cher pour le service rendu."
7,8/10 Très bien,
8,8/10 Très bien,
9,8/10 Très bien,
0,8/10 Très bien,"Chambre avec une baignoire et une fenêtre dans la salle de bains
Légèrement bruyant car donnant sur la rue mais cela fait parti du charme de la vie parisienne "
1,10/10 Exceptionnel,
2,8/10 Très bien,
3,10/10 Exceptionnel,
4,8/10 Très bien,
5,10/10 Exceptionnel,
6,8/10 Très bien,
7,8/10 Très bien,"Bien localisé à côté de Gare de l’Est 
Propre dans l’ensemble 
Seul bémol, taille de la chambre petite avec la valise"
8,8/10 Très bien,Personnel très accueillant.  
9,8/10 Très bien,
0,8/10 Très bien,
1,8/10 Très bien,Super équipe. Chambre au top.
2,10/10 Exceptionnel,
3,10/10 Exceptionnel,
4,8/10 Très bien,Petit hôtel sympathique et bien situé mais notre chambre était au dernier étage contre l'ascenseur et donnant sur la rue donc un peu bruyant 
5,8/10 Très bien,très bien mais le jeudi soir du bruit dans la rue du fait de la proximité d'un club de rencontre
6,10/10 Exceptionnel,
7,8/10 Très bien,
8,8/10 Très bien,
9,8/10 Très bien,
0,10/10 Exceptionnel,
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,"Excelente. Gran ubicación en el corazón de París. Cerca de restaurantes, tiendas y principales atracciones de la ciudad. La habitación muy cómoda y limpia. El personal muy atento. La decoración es preciosa y moderna. Muy recomendado. "
3,10/10 Exceptionnel,"The best hotel at Paris to stay in . Very kind, helpful, pleasant stuff . We get superior room that was small but day after they change it to us and everything was perfect.The rooms very clean and very cozy styling .
Perfect location , Saint germain quarter. Near all the attractions, almost everything by walk. Near metro station . "
4,10/10 Exceptionnel,The spa in the basement was amazing - well worth the upgrade to superior room. Location is unbeatable.  
5,10/10 Exceptionnel,"The staff was very helpful and attentive. The hotel and room was very clean, and our room was made up every day. "
6,10/10 Exceptionnel,Great location nice room friendly staff.
7,10/10 Exceptionnel,
8,10/10 Exceptionnel,
9,10/10 Exceptionnel,"The hotel was excellent— great style, wonderful location, and friendly staff. Such an awesome location for people experiencing Paris.

Don't miss the cookies they leave in the room!

The only ""con"" would be that it's on a busy street, especially at night. So if some street noise bothers you, this might not be the best. That said, it's not BAD, just notable."
0,6/10 Bien,
1,8/10 Très bien,"Très bon accueil. Personnel super. Chambre petite mais parfaite pour une nuit. Très propre.
Seul petit bémol le petit déjeuner dont le prix nous a semblé élevé(12€) pour ce qu'il y avait.
Parking juste en face de l'hôtel"
2,8/10 Très bien,
3,8/10 Très bien,
4,10/10 Exceptionnel,Qualité-prix imbattable. Chambre à neuf tout confort. Accueil tres aimable. 
5,6/10 Bien,
6,10/10 Exceptionnel,
7,6/10 Bien,"La chambre sentait l’humidité .
Le mitigeur de la salle de bain ne fonctionnait pas.
Problème de chauffage."
8,8/10 Très bien,
9,10/10 Exceptionnel,
0,10/10 Exceptionnel,Accueil formidable  hôtel formidable et quartier formidable 
1,10/10 Exceptionnel,
2,10/10 Exceptionnel,"Hôtel très agréable. Très bien placé au cœur du quartier latin. Personnel très agréable. Métro à quelques mètres. 
La chambre était très propre et bien équipé. Petit bémol sur l’isolation et le chauffage. Je conseille sans problème. "
3,10/10 Exceptionnel,
4,10/10 Exceptionnel,"c'était un bref séjour, tout s'est bien passé, le personnel a été très accueillant"
5,8/10 Très bien,
6,10/10 Exceptionnel,
7,10/10 Exceptionnel,
8,8/10 Très bien,
9,8/10 Très bien,
0,6/10 Bien,Un peu froid avec de grandes températures
1,2/10 Médiocre,
2,6/10 Bien,"I've stayed at Ibis at multiple occasions, never in this location though. I asked to check in early to my room as I had arrived a bit in advance and I wouldn't be back until midnight and therefor would like to have done the check in before. I was first told that it wasn't possible. When I then offered to pay I got a room straight away. I think, working in the service industry myself, these small things matters and if you have an empty room you do the service and help the customers out. Anyway.. was sent to the back building and up to the 7th floor in the tiniest elevator ever seen. Luckily I didn't have a big suitcase because that would not have fitted in there with me and up 7 floors. aiee. Room was old but very clean and confortable.
Check out was at noon but I was woken up by the cleaners 1, 5 hour earlier trying to get into clean. Then later recieved a call from the reception telling me check out is at noon. I'm well aware of the time when I book and I was a bit annoyed by the disturbance. Otehrwise the location is fine, central. close to the station so its very convenient. on the other hand a bit dodge at night, but that didn't bother me."
